Total Nacional;Comunidades y Ciudades Autónomas;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;11 Extremadura;(75-90];Variación anual;2015;-1,2
Total Nacional;11 Extremadura;(75-90];Variación anual;2014;-0,3
Total Nacional;11 Extremadura;(75-90];Variación anual;2013;-2,1
Total Nacional;11 Extremadura;(75-90];Variación anual;2012;-1,1
Total Nacional;11 Extremadura;(75-90];Variación anual;2011;..
Total Nacional;11 Extremadura;(90-120];Índice;2023;113,21
Total Nacional;11 Extremadura;(90-120];Índice;2022;111,195
Total Nacional;11 Extremadura;(90-120];Índice;2021;108,964
Total Nacional;11 Extremadura;(90-120];Índice;2020;107,043
Total Nacional;11 Extremadura;(90-120];Índice;2019;106,092
Total Nacional;11 Extremadura;(90-120];Índice;2018;103,745
Total Nacional;11 Extremadura;(90-120];Índice;2017;102,385
Total Nacional;11 Extremadura;(90-120];Índice;2016;101,561
Total Nacional;11 Extremadura;(90-120];Índice;2015;100
Total Nacional;11 Extremadura;(90-120];Índice;2014;100,587
Total Nacional;11 Extremadura;(90-120];Índice;2013;101,468
Total Nacional;11 Extremadura;(90-120];Índice;2012;103,187
Total Nacional;11 Extremadura;(90-120];Índice;2011;103,884
Total Nacional;11 Extremadura;(90-120];Variación anual;2023;1,8
Total Nacional;11 Extremadura;(90-120];Variación anual;2022;2
Total Nacional;11 Extremadura;(90-120];Variación anual;2021;1,8
Total Nacional;11 Extremadura;(90-120];Variación anual;2020;0,9
Total Nacional;11 Extremadura;(90-120];Variación anual;2019;2,3
Total Nacional;11 Extremadura;(90-120];Variación anual;2018;1,3
Total Nacional;11 Extremadura;(90-120];Variación anual;2017;0,8
Total Nacional;11 Extremadura;(90-120];Variación anual;2016;1,6
Total Nacional;11 Extremadura;(90-120];Variación anual;2015;-0,6
Total Nacional;11 Extremadura;(90-120];Variación anual;2014;-0,9
Total Nacional;11 Extremadura;(90-120];Variación anual;2013;-1,7
Total Nacional;11 Extremadura;(90-120];Variación anual;2012;-0,7
Total Nacional;11 Extremadura;(90-120];Variación anual;2011;..
Total Nacional;11 Extremadura;(120-150];Índice;2023;111,478
Total Nacional;11 Extremadura;(120-150];Índice;2022;109,107
Total Nacional;11 Extremadura;(120-150];Índice;2021;106,878
Total Nacional;11 Extremadura;(120-150];Índice;2020;105,299
Total Nacional;11 Extremadura;(120-150];Índice;2019;104,713
Total Nacional;11 Extremadura;(120-150];Índice;2018;102,535
Total Nacional;11 Extremadura;(120-150];Índice;2017;101,349
Total Nacional;11 Extremadura;(120-150];Índice;2016;100,374
Total Nacional;11 Extremadura;(120-150];Índice;2015;100
Total Nacional;11 Extremadura;(120-150];Índice;2014;99,751
Total Nacional;11 Extremadura;(120-150];Índice;2013;99,781
Total Nacional;11 Extremadura;(120-150];Índice;2012;101,551
Total Nacional;11 Extremadura;(120-150];Índice;2011;101,113
Total Nacional;11 Extremadura;(120-150];Variación anual;2023;2,2
Total Nacional;11 Extremadura;(120-150];Variación anual;2022;2,1
Total Nacional;11 Extremadura;(120-150];Variación anual;2021;1,5
Total Nacional;11 Extremadura;(120-150];Variación anual;2020;0,6
Total Nacional;11 Extremadura;(120-150];Variación anual;2019;2,1
Total Nacional;11 Extremadura;(120-150];Variación anual;2018;1,2
Total Nacional;11 Extremadura;(120-150];Variación anual;2017;1
Total Nacional;11 Extremadura;(120-150];Variación anual;2016;0,4
Total Nacional;11 Extremadura;(120-150];Variación anual;2015;0,2
Total Nacional;11 Extremadura;(120-150];Variación anual;2014;0
Total Nacional;11 Extremadura;(120-150];Variación anual;2013;-1,7
Total Nacional;11 Extremadura;(120-150];Variación anual;2012;0,4
Total Nacional;11 Extremadura;(120-150];Variación anual;2011;..
Total Nacional;11 Extremadura;>150;Índice;2023;107,813
Total Nacional;11 Extremadura;>150;Índice;2022;106,757
Total Nacional;11 Extremadura;>150;Índice;2021;104
Total Nacional;11 Extremadura;>150;Índice;2020;102,704
Total Nacional;11 Extremadura;>150;Índice;2019;101,565
Total Nacional;11 Extremadura;>150;Índice;2018;100,825
Total Nacional;11 Extremadura;>150;Índice;2017;101,059
Total Nacional;11 Extremadura;>150;Índice;2016;99,952
Total Nacional;11 Extremadura;>150;Índice;2015;100
Total Nacional;11 Extremadura;>150;Índice;2014;99,113
Total Nacional;11 Extremadura;>150;Índice;2013;101,005
Total Nacional;11 Extremadura;>150;Índice;2012;102,666
Total Nacional;11 Extremadura;>150;Índice;2011;103,687
Total Nacional;11 Extremadura;>150;Variación anual;2023;1
Total Nacional;11 Extremadura;>150;Variación anual;2022;2,7
Total Nacional;11 Extremadura;>150;Variación anual;2021;1,3
Total Nacional;11 Extremadura;>150;Variación anual;2020;1,1
Total Nacional;11 Extremadura;>150;Variación anual;2019;0,7
Total Nacional;11 Extremadura;>150;Variación anual;2018;-0,2
Total Nacional;11 Extremadura;>150;Variación anual;2017;1,1
Total Nacional;11 Extremadura;>150;Variación anual;2016;0
Total Nacional;11 Extremadura;>150;Variación anual;2015;0,9
Total Nacional;11 Extremadura;>150;Variación anual;2014;-1,9
Total Nacional;11 Extremadura;>150;Variación anual;2013;-1,6
Total Nacional;11 Extremadura;>150;Variación anual;2012;-1
Total Nacional;11 Extremadura;>150;Variación anual;2011;..
Total Nacional;12 Galicia;Total;Índice;2023;114,303
Total Nacional;12 Galicia;Total;Índice;2022;111,654
Total Nacional;12 Galicia;Total;Índice;2021;108,885
Total Nacional;12 Galicia;Total;Índice;2020;106,732
Total Nacional;12 Galicia;Total;Índice;2019;105,496
Total Nacional;12 Galicia;Total;Índice;2018;102,851
Total Nacional;12 Galicia;Total;Índice;2017;101,691
Total Nacional;12 Galicia;Total;Índice;2016;100,787
Total Nacional;12 Galicia;Total;Índice;2015;100
Total Nacional;12 Galicia;Total;Índice;2014;100,273
Total Nacional;12 Galicia;Total;Índice;2013;100,93
Total Nacional;12 Galicia;Total;Índice;2012;102,671
Total Nacional;12 Galicia;Total;Índice;2011;103,198
Total Nacional;12 Galicia;Total;Variación anual;2023;2,4
Total Nacional;12 Galicia;Total;Variación anual;2022;2,5
Total Nacional;12 Galicia;Total;Variación anual;2021;2
Total Nacional;12 Galicia;Total;Variación anual;2020;1,2
Total Nacional;12 Galicia;Total;Variación anual;2019;2,6
Total Nacional;12 Galicia;Total;Variación anual;2018;1,1
Total Nacional;12 Galicia;Total;Variación anual;2017;0,9
Total Nacional;12 Galicia;Total;Variación anual;2016;0,8
Total Nacional;12 Galicia;Total;Variación anual;2015;-0,3
Total Nacional;12 Galicia;Total;Variación anual;2014;-0,7
Total Nacional;12 Galicia;Total;Variación anual;2013;-1,7
Total Nacional;12 Galicia;Total;Variación anual;2012;-0,5
Total Nacional;12 Galicia;Total;Variación anual;2011;..
Total Nacional;12 Galicia;<=60;Índice;2023;117,682
Total Nacional;12 Galicia;<=60;Índice;2022;114,585
Total Nacional;12 Galicia;<=60;Índice;2021;111,425
Total Nacional;12 Galicia;<=60;Índice;2020;108,894
Total Nacional;12 Galicia;<=60;Índice;2019;107,275
Total Nacional;12 Galicia;<=60;Índice;2018;103,473
Total Nacional;12 Galicia;<=60;Índice;2017;102,109
Total Nacional;12 Galicia;<=60;Índice;2016;100,913
Total Nacional;12 Galicia;<=60;Índice;2015;100
Total Nacional;12 Galicia;<=60;Índice;2014;100,164
Total Nacional;12 Galicia;<=60;Índice;2013;101,205
Total Nacional;12 Galicia;<=60;Índice;2012;103,483
Total Nacional;12 Galicia;<=60;Índice;2011;104,587
Total Nacional;12 Galicia;<=60;Variación anual;2023;2,7
Total Nacional;12 Galicia;<=60;Variación anual;2022;2,8
Total Nacional;12 Galicia;<=60;Variación anual;2021;2,3
Total Nacional;12 Galicia;<=60;Variación anual;2020;1,5
Total Nacional;12 Galicia;<=60;Variación anual;2019;3,7
Total Nacional;12 Galicia;<=60;Variación anual;2018;1,3
Total Nacional;12 Galicia;<=60;Variación anual;2017;1,2
Total Nacional;12 Galicia;<=60;Variación anual;2016;0,9
Total Nacional;12 Galicia;<=60;Variación anual;2015;-0,2
Total Nacional;12 Galicia;<=60;Variación anual;2014;-1
Total Nacional;12 Galicia;<=60;Variación anual;2013;-2,2
Total Nacional;12 Galicia;<=60;Variación anual;2012;-1,1
Total Nacional;12 Galicia;<=60;Variación anual;2011;..
Total Nacional;12 Galicia;(60-75];Índice;2023;114,997
Total Nacional;12 Galicia;(60-75];Índice;2022;112,222
Total Nacional;12 Galicia;(60-75];Índice;2021;109,311
Total Nacional;12 Galicia;(60-75];Índice;2020;107,174
Total Nacional;12 Galicia;(60-75];Índice;2019;105,697
Total Nacional;12 Galicia;(60-75];Índice;2018;102,784
Total Nacional;12 Galicia;(60-75];Índice;2017;101,372
Total Nacional;12 Galicia;(60-75];Índice;2016;100,615
Total Nacional;12 Galicia;(60-75];Índice;2015;100
Total Nacional;12 Galicia;(60-75];Índice;2014;100,354
Total Nacional;12 Galicia;(60-75];Índice;2013;101,458
Total Nacional;12 Galicia;(60-75];Índice;2012;103,518
Total Nacional;12 Galicia;(60-75];Índice;2011;104,262
Total Nacional;12 Galicia;(60-75];Variación anual;2023;2,5
Total Nacional;12 Galicia;(60-75];Variación anual;2022;2,7
Total Nacional;12 Galicia;(60-75];Variación anual;2021;2
Total Nacional;12 Galicia;(60-75];Variación anual;2020;1,4
Total Nacional;12 Galicia;(60-75];Variación anual;2019;2,8
Total Nacional;12 Galicia;(60-75];Variación anual;2018;1,4
Total Nacional;12 Galicia;(60-75];Variación anual;2017;0,8
Total Nacional;12 Galicia;(60-75];Variación anual;2016;0,6
Total Nacional;12 Galicia;(60-75];Variación anual;2015;-0,4
Total Nacional;12 Galicia;(60-75];Variación anual;2014;-1,1
Total Nacional;12 Galicia;(60-75];Variación anual;2013;-2
Total Nacional;12 Galicia;(60-75];Variación anual;2012;-0,7
Total Nacional;12 Galicia;(60-75];Variación anual;2011;..
Total Nacional;12 Galicia;(75-90];Índice;2023;114,451
Total Nacional;12 Galicia;(75-90];Índice;2022;111,675
Total Nacional;12 Galicia;(75-90];Índice;2021;108,878
Total Nacional;12 Galicia;(75-90];Índice;2020;106,828
Total Nacional;12 Galicia;(75-90];Índice;2019;105,529
Total Nacional;12 Galicia;(75-90];Índice;2018;102,861
Total Nacional;12 Galicia;(75-90];Índice;2017;101,889
Total Nacional;12 Galicia;(75-90];Índice;2016;100,946
Total Nacional;12 Galicia;(75-90];Índice;2015;100
Total Nacional;12 Galicia;(75-90];Índice;2014;100,392
Total Nacional;12 Galicia;(75-90];Índice;2013;100,84
Total Nacional;12 Galicia;(75-90];Índice;2012;102,775
Total Nacional;12 Galicia;(75-90];Índice;2011;102,898
Total Nacional;12 Galicia;(75-90];Variación anual;2023;2,5
Total Nacional;12 Galicia;(75-90];Variación anual;2022;2,6
Total Nacional;12 Galicia;(75-90];Variación anual;2021;1,9
Total Nacional;12 Galicia;(75-90];Variación anual;2020;1,2
Total Nacional;12 Galicia;(75-90];Variación anual;2019;2,6
Total Nacional;12 Galicia;(75-90];Variación anual;2018;1
Total Nacional;12 Galicia;(75-90];Variación anual;2017;0,9
Total Nacional;12 Galicia;(75-90];Variación anual;2016;0,9
Total Nacional;12 Galicia;(75-90];Variación anual;2015;-0,4
Total Nacional;12 Galicia;(75-90];Variación anual;2014;-0,4
Total Nacional;12 Galicia;(75-90];Variación anual;2013;-1,9
Total Nacional;12 Galicia;(75-90];Variación anual;2012;-0,1
Total Nacional;12 Galicia;(75-90];Variación anual;2011;..
Total Nacional;12 Galicia;(90-120];Índice;2023;113,331
Total Nacional;12 Galicia;(90-120];Índice;2022;110,83
Total Nacional;12 Galicia;(90-120];Índice;2021;108,15
Total Nacional;12 Galicia;(90-120];Índice;2020;106,137
Total Nacional;12 Galicia;(90-120];Índice;2019;105,151
Total Nacional;12 Galicia;(90-120];Índice;2018;102,774
Total Nacional;12 Galicia;(90-120];Índice;2017;101,672
Total Nacional;12 Galicia;(90-120];Índice;2016;100,794
Total Nacional;12 Galicia;(90-120];Índice;2015;100
Total Nacional;12 Galicia;(90-120];Índice;2014;100,45
Total Nacional;12 Galicia;(90-120];Índice;2013;100,967
Total Nacional;12 Galicia;(90-120];Índice;2012;102,345
Total Nacional;12 Galicia;(90-120];Índice;2011;102,722
Total Nacional;12 Galicia;(90-120];Variación anual;2023;2,3
Total Nacional;12 Galicia;(90-120];Variación anual;2022;2,5
Total Nacional;12 Galicia;(90-120];Variación anual;2021;1,9
Total Nacional;12 Galicia;(90-120];Variación anual;2020;0,9
Total Nacional;12 Galicia;(90-120];Variación anual;2019;2,3
Total Nacional;12 Galicia;(90-120];Variación anual;2018;1,1
Total Nacional;12 Galicia;(90-120];Variación anual;2017;0,9
Total Nacional;12 Galicia;(90-120];Variación anual;2016;0,8
Total Nacional;12 Galicia;(90-120];Variación anual;2015;-0,4
Total Nacional;12 Galicia;(90-120];Variación anual;2014;-0,5
Total Nacional;12 Galicia;(90-120];Variación anual;2013;-1,3
Total Nacional;12 Galicia;(90-120];Variación anual;2012;-0,4
Total Nacional;12 Galicia;(90-120];Variación anual;2011;..
Total Nacional;12 Galicia;(120-150];Índice;2023;112,012
Total Nacional;12 Galicia;(120-150];Índice;2022;109,835
Total Nacional;12 Galicia;(120-150];Índice;2021;107,623
Total Nacional;12 Galicia;(120-150];Índice;2020;105,216
Total Nacional;12 Galicia;(120-150];Índice;2019;104,342
Total Nacional;12 Galicia;(120-150];Índice;2018;102,004
Total Nacional;12 Galicia;(120-150];Índice;2017;100,887
Total Nacional;12 Galicia;(120-150];Índice;2016;100,553
Total Nacional;12 Galicia;(120-150];Índice;2015;100
Total Nacional;12 Galicia;(120-150];Índice;2014;100,172
Total Nacional;12 Galicia;(120-150];Índice;2013;100,387
Total Nacional;12 Galicia;(120-150];Índice;2012;101,592
Total Nacional;12 Galicia;(120-150];Índice;2011;101,841
Total Nacional;12 Galicia;(120-150];Variación anual;2023;2
Total Nacional;12 Galicia;(120-150];Variación anual;2022;2,1
Total Nacional;12 Galicia;(120-150];Variación anual;2021;2,3
Total Nacional;12 Galicia;(120-150];Variación anual;2020;0,8
Total Nacional;12 Galicia;(120-150];Variación anual;2019;2,3
Total Nacional;12 Galicia;(120-150];Variación anual;2018;1,1
Total Nacional;12 Galicia;(120-150];Variación anual;2017;0,3
Total Nacional;12 Galicia;(120-150];Variación anual;2016;0,6
Total Nacional;12 Galicia;(120-150];Variación anual;2015;-0,2
Total Nacional;12 Galicia;(120-150];Variación anual;2014;-0,2
Total Nacional;12 Galicia;(120-150];Variación anual;2013;-1,2
Total Nacional;12 Galicia;(120-150];Variación anual;2012;-0,2
Total Nacional;12 Galicia;(120-150];Variación anual;2011;..
Total Nacional;12 Galicia;>150;Índice;2023;109,391
Total Nacional;12 Galicia;>150;Índice;2022;107,53
Total Nacional;12 Galicia;>150;Índice;2021;105,282
Total Nacional;12 Galicia;>150;Índice;2020;103,413
Total Nacional;12 Galicia;>150;Índice;2019;102,632
Total Nacional;12 Galicia;>150;Índice;2018;102,651
Total Nacional;12 Galicia;>150;Índice;2017;101,925
Total Nacional;12 Galicia;>150;Índice;2016;100,684
Total Nacional;12 Galicia;>150;Índice;2015;100
Total Nacional;12 Galicia;>150;Índice;2014;99,126
Total Nacional;12 Galicia;>150;Índice;2013;99,218
Total Nacional;12 Galicia;>150;Índice;2012;100,21
Total Nacional;12 Galicia;>150;Índice;2011;100,96
Total Nacional;12 Galicia;>150;Variación anual;2023;1,7
Total Nacional;12 Galicia;>150;Variación anual;2022;2,1
Total Nacional;12 Galicia;>150;Variación anual;2021;1,8
Total Nacional;12 Galicia;>150;Variación anual;2020;0,8
Total Nacional;12 Galicia;>150;Variación anual;2019;0
Total Nacional;12 Galicia;>150;Variación anual;2018;0,7
Total Nacional;12 Galicia;>150;Variación anual;2017;1,2
Total Nacional;12 Galicia;>150;Variación anual;2016;0,7
Total Nacional;12 Galicia;>150;Variación anual;2015;0,9
Total Nacional;12 Galicia;>150;Variación anual;2014;-0,1
Total Nacional;12 Galicia;>150;Variación anual;2013;-1
Total Nacional;12 Galicia;>150;Variación anual;2012;-0,7
Total Nacional;12 Galicia;>150;Variación anual;2011;..
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2023;118,178
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2022;115,294
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2021;112,539
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2020;111,433
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2019;110,717
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2018;106,485
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2017;103,653
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2016;101,755
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2015;100
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2014;99,568
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2013;100,486
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2012;103,681
Total Nacional;13 Madrid, Comunidad de;Total;Índice;2011;105,271
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2023;2,5
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2022;2,4
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2021;1
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2020;0,6
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2019;4
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2018;2,7
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2017;1,9
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2016;1,8
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2015;0,4
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2014;-0,9
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2013;-3,1
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2012;-1,5
Total Nacional;13 Madrid, Comunidad de;Total;Variación anual;2011;..
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2023;120,599
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2022;117,162
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2021;114,208
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2020;113,717
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2019;112,898
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2018;107,733
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2017;104,351
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2016;102,022
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2015;100
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2014;99,468
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2013;100,776
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2012;104,471
Total Nacional;13 Madrid, Comunidad de;<=60;Índice;2011;106,13
Total Nacional;13 Madrid, Comunidad de;<=60;Variación anual;2023;2,9
Total Nacional;13 Madrid, Comunidad de;<=60;Variación anual;2022;2,6
Total Nacional;13 Madrid, Comunidad de;<=60;Variación anual;2021;0,4
Total Nacional;13 Madrid, Comunidad de;<=60;Variación anual;2020;0,7
Total Nacional;13 Madrid, Comunidad de;<=60;Variación anual;2019;4,8
Total Nacional;13 Madrid, Comunidad de;<=60;Variación anual;2018;3,2
