Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Tamaño del hogar;Periodo;Total
Total Nacional;Castilla y León;Valladolid;1 persona;2025;71.917
Total Nacional;Castilla y León;Valladolid;1 persona;2024;69.851
Total Nacional;Castilla y León;Valladolid;2 personas;2039;81.867
Total Nacional;Castilla y León;Valladolid;2 personas;2038;81.209
Total Nacional;Castilla y León;Valladolid;2 personas;2037;80.532
Total Nacional;Castilla y León;Valladolid;2 personas;2036;79.726
Total Nacional;Castilla y León;Valladolid;2 personas;2035;78.930
Total Nacional;Castilla y León;Valladolid;2 personas;2034;78.084
Total Nacional;Castilla y León;Valladolid;2 personas;2033;77.232
Total Nacional;Castilla y León;Valladolid;2 personas;2032;76.323
Total Nacional;Castilla y León;Valladolid;2 personas;2031;75.381
Total Nacional;Castilla y León;Valladolid;2 personas;2030;74.388
Total Nacional;Castilla y León;Valladolid;2 personas;2029;73.351
Total Nacional;Castilla y León;Valladolid;2 personas;2028;72.256
Total Nacional;Castilla y León;Valladolid;2 personas;2027;71.132
Total Nacional;Castilla y León;Valladolid;2 personas;2026;69.973
Total Nacional;Castilla y León;Valladolid;2 personas;2025;68.797
Total Nacional;Castilla y León;Valladolid;2 personas;2024;67.601
Total Nacional;Castilla y León;Valladolid;3 personas;2039;36.777
Total Nacional;Castilla y León;Valladolid;3 personas;2038;37.342
Total Nacional;Castilla y León;Valladolid;3 personas;2037;37.910
Total Nacional;Castilla y León;Valladolid;3 personas;2036;38.500
Total Nacional;Castilla y León;Valladolid;3 personas;2035;39.072
Total Nacional;Castilla y León;Valladolid;3 personas;2034;39.644
Total Nacional;Castilla y León;Valladolid;3 personas;2033;40.204
Total Nacional;Castilla y León;Valladolid;3 personas;2032;40.752
Total Nacional;Castilla y León;Valladolid;3 personas;2031;41.278
Total Nacional;Castilla y León;Valladolid;3 personas;2030;41.782
Total Nacional;Castilla y León;Valladolid;3 personas;2029;42.258
Total Nacional;Castilla y León;Valladolid;3 personas;2028;42.703
Total Nacional;Castilla y León;Valladolid;3 personas;2027;43.103
Total Nacional;Castilla y León;Valladolid;3 personas;2026;43.456
Total Nacional;Castilla y León;Valladolid;3 personas;2025;43.796
Total Nacional;Castilla y León;Valladolid;3 personas;2024;44.117
Total Nacional;Castilla y León;Valladolid;4 personas o más;2039;33.872
Total Nacional;Castilla y León;Valladolid;4 personas o más;2038;34.359
Total Nacional;Castilla y León;Valladolid;4 personas o más;2037;34.867
Total Nacional;Castilla y León;Valladolid;4 personas o más;2036;35.438
Total Nacional;Castilla y León;Valladolid;4 personas o más;2035;36.005
Total Nacional;Castilla y León;Valladolid;4 personas o más;2034;36.590
Total Nacional;Castilla y León;Valladolid;4 personas o más;2033;37.168
Total Nacional;Castilla y León;Valladolid;4 personas o más;2032;37.758
Total Nacional;Castilla y León;Valladolid;4 personas o más;2031;38.337
Total Nacional;Castilla y León;Valladolid;4 personas o más;2030;38.917
Total Nacional;Castilla y León;Valladolid;4 personas o más;2029;39.470
Total Nacional;Castilla y León;Valladolid;4 personas o más;2028;40.004
Total Nacional;Castilla y León;Valladolid;4 personas o más;2027;40.488
Total Nacional;Castilla y León;Valladolid;4 personas o más;2026;40.934
Total Nacional;Castilla y León;Valladolid;4 personas o más;2025;41.360
Total Nacional;Castilla y León;Valladolid;4 personas o más;2024;41.767
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2039;2,11
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2038;2,12
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2037;2,14
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2036;2,15
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2035;2,16
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2034;2,18
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2033;2,19
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2032;2,21
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2031;2,22
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2030;2,24
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2029;2,25
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2028;2,27
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2027;2,28
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2026;2,3
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2025;2,32
Total Nacional;Castilla y León;Valladolid;Tamaño medio;2024;2,33
Total Nacional;Castilla y León;Salamanca;Total;2039;159.745
Total Nacional;Castilla y León;Salamanca;Total;2038;159.355
Total Nacional;Castilla y León;Salamanca;Total;2037;158.946
Total Nacional;Castilla y León;Salamanca;Total;2036;158.483
Total Nacional;Castilla y León;Salamanca;Total;2035;157.991
Total Nacional;Castilla y León;Salamanca;Total;2034;157.465
Total Nacional;Castilla y León;Salamanca;Total;2033;156.909
Total Nacional;Castilla y León;Salamanca;Total;2032;156.246
Total Nacional;Castilla y León;Salamanca;Total;2031;155.499
Total Nacional;Castilla y León;Salamanca;Total;2030;154.641
Total Nacional;Castilla y León;Salamanca;Total;2029;153.655
Total Nacional;Castilla y León;Salamanca;Total;2028;152.512
Total Nacional;Castilla y León;Salamanca;Total;2027;151.261
Total Nacional;Castilla y León;Salamanca;Total;2026;149.921
Total Nacional;Castilla y León;Salamanca;Total;2025;148.437
Total Nacional;Castilla y León;Salamanca;Total;2024;146.881
Total Nacional;Castilla y León;Salamanca;1 persona;2039;68.875
Total Nacional;Castilla y León;Salamanca;1 persona;2038;68.055
Total Nacional;Castilla y León;Salamanca;1 persona;2037;67.223
Total Nacional;Castilla y León;Salamanca;1 persona;2036;66.348
Total Nacional;Castilla y León;Salamanca;1 persona;2035;65.451
Total Nacional;Castilla y León;Salamanca;1 persona;2034;64.548
Total Nacional;Castilla y León;Salamanca;1 persona;2033;63.629
Total Nacional;Castilla y León;Salamanca;1 persona;2032;62.639
Total Nacional;Castilla y León;Salamanca;1 persona;2031;61.612
Total Nacional;Castilla y León;Salamanca;1 persona;2030;60.523
Total Nacional;Castilla y León;Salamanca;1 persona;2029;59.372
Total Nacional;Castilla y León;Salamanca;1 persona;2028;58.137
Total Nacional;Castilla y León;Salamanca;1 persona;2027;56.894
Total Nacional;Castilla y León;Salamanca;1 persona;2026;55.640
Total Nacional;Castilla y León;Salamanca;1 persona;2025;54.294
Total Nacional;Castilla y León;Salamanca;1 persona;2024;52.945
Total Nacional;Castilla y León;Salamanca;2 personas;2039;49.862
Total Nacional;Castilla y León;Salamanca;2 personas;2038;49.641
Total Nacional;Castilla y León;Salamanca;2 personas;2037;49.393
Total Nacional;Castilla y León;Salamanca;2 personas;2036;49.103
Total Nacional;Castilla y León;Salamanca;2 personas;2035;48.803
Total Nacional;Castilla y León;Salamanca;2 personas;2034;48.459
Total Nacional;Castilla y León;Salamanca;2 personas;2033;48.113
Total Nacional;Castilla y León;Salamanca;2 personas;2032;47.716
Total Nacional;Castilla y León;Salamanca;2 personas;2031;47.278
Total Nacional;Castilla y León;Salamanca;2 personas;2030;46.818
Total Nacional;Castilla y León;Salamanca;2 personas;2029;46.313
Total Nacional;Castilla y León;Salamanca;2 personas;2028;45.773
Total Nacional;Castilla y León;Salamanca;2 personas;2027;45.185
Total Nacional;Castilla y León;Salamanca;2 personas;2026;44.586
Total Nacional;Castilla y León;Salamanca;2 personas;2025;43.946
Total Nacional;Castilla y León;Salamanca;2 personas;2024;43.259
Total Nacional;Castilla y León;Salamanca;3 personas;2039;23.269
Total Nacional;Castilla y León;Salamanca;3 personas;2038;23.549
Total Nacional;Castilla y León;Salamanca;3 personas;2037;23.836
Total Nacional;Castilla y León;Salamanca;3 personas;2036;24.129
Total Nacional;Castilla y León;Salamanca;3 personas;2035;24.416
Total Nacional;Castilla y León;Salamanca;3 personas;2034;24.706
Total Nacional;Castilla y León;Salamanca;3 personas;2033;24.990
Total Nacional;Castilla y León;Salamanca;3 personas;2032;25.269
Total Nacional;Castilla y León;Salamanca;3 personas;2031;25.537
Total Nacional;Castilla y León;Salamanca;3 personas;2030;25.788
Total Nacional;Castilla y León;Salamanca;3 personas;2029;26.024
Total Nacional;Castilla y León;Salamanca;3 personas;2028;26.232
Total Nacional;Castilla y León;Salamanca;3 personas;2027;26.412
Total Nacional;Castilla y León;Salamanca;3 personas;2026;26.561
Total Nacional;Castilla y León;Salamanca;3 personas;2025;26.699
Total Nacional;Castilla y León;Salamanca;3 personas;2024;26.822
Total Nacional;Castilla y León;Salamanca;4 personas o más;2039;17.739
Total Nacional;Castilla y León;Salamanca;4 personas o más;2038;18.110
Total Nacional;Castilla y León;Salamanca;4 personas o más;2037;18.494
Total Nacional;Castilla y León;Salamanca;4 personas o más;2036;18.903
Total Nacional;Castilla y León;Salamanca;4 personas o más;2035;19.321
Total Nacional;Castilla y León;Salamanca;4 personas o más;2034;19.752
Total Nacional;Castilla y León;Salamanca;4 personas o más;2033;20.177
Total Nacional;Castilla y León;Salamanca;4 personas o más;2032;20.622
Total Nacional;Castilla y León;Salamanca;4 personas o más;2031;21.072
Total Nacional;Castilla y León;Salamanca;4 personas o más;2030;21.512
Total Nacional;Castilla y León;Salamanca;4 personas o más;2029;21.946
Total Nacional;Castilla y León;Salamanca;4 personas o más;2028;22.370
Total Nacional;Castilla y León;Salamanca;4 personas o más;2027;22.770
Total Nacional;Castilla y León;Salamanca;4 personas o más;2026;23.134
Total Nacional;Castilla y León;Salamanca;4 personas o más;2025;23.498
Total Nacional;Castilla y León;Salamanca;4 personas o más;2024;23.855
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2039;1,98
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2038;1,99
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2037;2
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2036;2,02
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2035;2,03
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2034;2,05
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2033;2,06
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2032;2,07
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2031;2,09
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2030;2,11
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2029;2,12
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2028;2,14
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2027;2,15
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2026;2,17
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2025;2,19
Total Nacional;Castilla y León;Salamanca;Tamaño medio;2024;2,21
Total Nacional;Castilla y León;León;Total;2039;214.831
Total Nacional;Castilla y León;León;Total;2038;214.360
Total Nacional;Castilla y León;León;Total;2037;213.839
Total Nacional;Castilla y León;León;Total;2036;213.275
Total Nacional;Castilla y León;León;Total;2035;212.667
Total Nacional;Castilla y León;León;Total;2034;212.049
Total Nacional;Castilla y León;León;Total;2033;211.404
Total Nacional;Castilla y León;León;Total;2032;210.690
Total Nacional;Castilla y León;León;Total;2031;209.886
Total Nacional;Castilla y León;León;Total;2030;209.012
Total Nacional;Castilla y León;León;Total;2029;208.027
Total Nacional;Castilla y León;León;Total;2028;206.927
Total Nacional;Castilla y León;León;Total;2027;205.774
Total Nacional;Castilla y León;León;Total;2026;204.517
Total Nacional;Castilla y León;León;Total;2025;203.158
Total Nacional;Castilla y León;León;Total;2024;201.757
Total Nacional;Castilla y León;León;1 persona;2039;92.859
Total Nacional;Castilla y León;León;1 persona;2038;91.823
Total Nacional;Castilla y León;León;1 persona;2037;90.728
Total Nacional;Castilla y León;León;1 persona;2036;89.598
Total Nacional;Castilla y León;León;1 persona;2035;88.427
Total Nacional;Castilla y León;León;1 persona;2034;87.254
Total Nacional;Castilla y León;León;1 persona;2033;86.064
Total Nacional;Castilla y León;León;1 persona;2032;84.823
Total Nacional;Castilla y León;León;1 persona;2031;83.523
Total Nacional;Castilla y León;León;1 persona;2030;82.186
Total Nacional;Castilla y León;León;1 persona;2029;80.773
Total Nacional;Castilla y León;León;1 persona;2028;79.291
Total Nacional;Castilla y León;León;1 persona;2027;77.834
Total Nacional;Castilla y León;León;1 persona;2026;76.315
Total Nacional;Castilla y León;León;1 persona;2025;74.715
Total Nacional;Castilla y León;León;1 persona;2024;73.089
Total Nacional;Castilla y León;León;2 personas;2039;67.234
Total Nacional;Castilla y León;León;2 personas;2038;66.901
Total Nacional;Castilla y León;León;2 personas;2037;66.554
Total Nacional;Castilla y León;León;2 personas;2036;66.163
Total Nacional;Castilla y León;León;2 personas;2035;65.753
Total Nacional;Castilla y León;León;2 personas;2034;65.327
Total Nacional;Castilla y León;León;2 personas;2033;64.889
Total Nacional;Castilla y León;León;2 personas;2032;64.417
Total Nacional;Castilla y León;León;2 personas;2031;63.904
Total Nacional;Castilla y León;León;2 personas;2030;63.368
Total Nacional;Castilla y León;León;2 personas;2029;62.802
Total Nacional;Castilla y León;León;2 personas;2028;62.210
Total Nacional;Castilla y León;León;2 personas;2027;61.580
Total Nacional;Castilla y León;León;2 personas;2026;60.928
Total Nacional;Castilla y León;León;2 personas;2025;60.249
Total Nacional;Castilla y León;León;2 personas;2024;59.538
Total Nacional;Castilla y León;León;3 personas;2039;30.924
Total Nacional;Castilla y León;León;3 personas;2038;31.366
Total Nacional;Castilla y León;León;3 personas;2037;31.817
Total Nacional;Castilla y León;León;3 personas;2036;32.277
Total Nacional;Castilla y León;León;3 personas;2035;32.739
Total Nacional;Castilla y León;León;3 personas;2034;33.202
Total Nacional;Castilla y León;León;3 personas;2033;33.663
Total Nacional;Castilla y León;León;3 personas;2032;34.123
Total Nacional;Castilla y León;León;3 personas;2031;34.581
Total Nacional;Castilla y León;León;3 personas;2030;35.028
Total Nacional;Castilla y León;León;3 personas;2029;35.469
Total Nacional;Castilla y León;León;3 personas;2028;35.896
Total Nacional;Castilla y León;León;3 personas;2027;36.297
Total Nacional;Castilla y León;León;3 personas;2026;36.689
Total Nacional;Castilla y León;León;3 personas;2025;37.080
Total Nacional;Castilla y León;León;3 personas;2024;37.472
Total Nacional;Castilla y León;León;4 personas o más;2039;23.814
Total Nacional;Castilla y León;León;4 personas o más;2038;24.270
Total Nacional;Castilla y León;León;4 personas o más;2037;24.740
Total Nacional;Castilla y León;León;4 personas o más;2036;25.237
Total Nacional;Castilla y León;León;4 personas o más;2035;25.748
Total Nacional;Castilla y León;León;4 personas o más;2034;26.266
Total Nacional;Castilla y León;León;4 personas o más;2033;26.788
Total Nacional;Castilla y León;León;4 personas o más;2032;27.327
Total Nacional;Castilla y León;León;4 personas o más;2031;27.878
Total Nacional;Castilla y León;León;4 personas o más;2030;28.430
Total Nacional;Castilla y León;León;4 personas o más;2029;28.983
Total Nacional;Castilla y León;León;4 personas o más;2028;29.530
Total Nacional;Castilla y León;León;4 personas o más;2027;30.063
Total Nacional;Castilla y León;León;4 personas o más;2026;30.585
Total Nacional;Castilla y León;León;4 personas o más;2025;31.114
Total Nacional;Castilla y León;León;4 personas o más;2024;31.658
Total Nacional;Castilla y León;León;Tamaño medio;2039;1,98
Total Nacional;Castilla y León;León;Tamaño medio;2038;1,99
Total Nacional;Castilla y León;León;Tamaño medio;2037;2,01
Total Nacional;Castilla y León;León;Tamaño medio;2036;2,02
Total Nacional;Castilla y León;León;Tamaño medio;2035;2,03
Total Nacional;Castilla y León;León;Tamaño medio;2034;2,05
Total Nacional;Castilla y León;León;Tamaño medio;2033;2,06
Total Nacional;Castilla y León;León;Tamaño medio;2032;2,07
Total Nacional;Castilla y León;León;Tamaño medio;2031;2,09
Total Nacional;Castilla y León;León;Tamaño medio;2030;2,1
Total Nacional;Castilla y León;León;Tamaño medio;2029;2,12
Total Nacional;Castilla y León;León;Tamaño medio;2028;2,13
Total Nacional;Castilla y León;León;Tamaño medio;2027;2,15
Total Nacional;Castilla y León;León;Tamaño medio;2026;2,17
Total Nacional;Castilla y León;León;Tamaño medio;2025;2,18
Total Nacional;Castilla y León;León;Tamaño medio;2024;2,2
Total Nacional;Cataluña;;Total;2039;3.847.064
Total Nacional;Cataluña;;Total;2038;3.815.113
Total Nacional;Cataluña;;Total;2037;3.781.992
Total Nacional;Cataluña;;Total;2036;3.747.833
Total Nacional;Cataluña;;Total;2035;3.712.468
Total Nacional;Cataluña;;Total;2034;3.675.949
Total Nacional;Cataluña;;Total;2033;3.638.069
Total Nacional;Cataluña;;Total;2032;3.597.443
Total Nacional;Cataluña;;Total;2031;3.554.078
Total Nacional;Cataluña;;Total;2030;3.506.908
