Comunidades;Edad (grupos quinquenales);Sexo;Periodo;Total
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2012;15.156
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2011;15.210
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2010;15.151
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2009;15.122
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2008;15.097
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2007;14.622
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2006;14.594
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2005;14.670
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2004;14.869
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2003;15.094
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2002;""
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2001;""
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 2000;""
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 1999;""
Navarra, Comunidad Foral de;De 15 a 19 años;Hombres;1 de enero de 1998;""
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2022;17.585
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2021;17.170
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2020;17.039
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2019;16.731
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2018;16.038
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2017;15.761
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2016;15.402
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2015;15.047
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2014;14.845
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2013;14.635
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2012;14.497
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2011;14.235
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2010;14.100
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2009;14.013
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2008;14.008
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2007;13.550
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2006;13.583
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2005;13.699
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2004;13.778
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2003;13.878
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2002;""
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2001;""
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 2000;""
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 1999;""
Navarra, Comunidad Foral de;De 15 a 19 años;Mujeres;1 de enero de 1998;""
Navarra, Comunidad Foral de;De 20 a 24 años;Total;1 de enero de 2022;35.849
Navarra, Comunidad Foral de;De 20 a 24 años;Total;1 de enero de 2021;35.084
Navarra, Comunidad Foral de;De 20 a 24 años;Total;1 de enero de 2020;34.442
Navarra, Comunidad Foral de;De 20 a 24 años;Total;1 de enero de 2019;33.396
Navarra, Comunidad Foral de;De 20 a 24 años;Total;1 de enero de 2018;32.213
Navarra, Comunidad Foral de;De 20 a 24 años;Total;1 de enero de 2017;31.308
